loan_percent_income,loan_grade,person_income,person_home_ownership,loan_int_rate,loan_status
0.11,A,106000,MORTGAGE,5.79,0
0.02,B,106000,MORTGAGE,9.63,0
0.23,C,106000,MORTGAGE,13.8,0
0.09,F,106000,MORTGAGE,,0
0.52,C,28896,RENT,13.48,1
0.14,A,106000,MORTGAGE,7.88,0
0.5,B,30000,RENT,10.0,1
0.09,A,106000,MORTGAGE,,0
0.08,A,106000,MORTGAGE,7.88,0
0.06,B,106000,MORTGAGE,10.99,0
0.15,D,106000,OWN,14.96,0
0.48,B,31200,RENT,11.83,1
0.19,A,106300,MORTGAGE,,0
0.06,A,106300,MORTGAGE,,0
0.12,A,106358,MORTGAGE,7.66,0
0.17,C,30000,OWN,12.53,0
0.08,A,106369,MORTGAGE,6.99,0
0.17,A,106369,MORTGAGE,6.17,0
0.14,A,106500,MORTGAGE,,0
0.07,A,106800,MORTGAGE,6.92,0
0.47,B,32000,RENT,,1
0.47,B,32000,RENT,12.42,1
0.33,B,107000,MORTGAGE,9.63,0
0.23,B,107000,MORTGAGE,10.99,0
0.46,D,32568,RENT,,1
0.05,A,107000,MORTGAGE,,0
0.46,A,32960,RENT,6.91,1
0.1,A,107000,MORTGAGE,9.63,0
0.02,C,107000,MORTGAGE,10.78,0
0.11,A,107000,MORTGAGE,8.38,0
0.04,B,107004,MORTGAGE,11.71,0
0.11,C,107004,MORTGAGE,13.79,0
0.06,B,33600,RENT,11.71,0
0.09,B,107220,MORTGAGE,,0
0.07,A,107364,MORTGAGE,6.76,0
0.23,D,107400,OWN,15.21,0
0.05,C,107800,OWN,14.65,0
0.06,C,34000,RENT,14.72,0
0.26,C,96000,MORTGAGE,,1
0.11,B,108000,MORTGAGE,11.49,0
0.2,B,108000,MORTGAGE,,0
0.25,B,108000,MORTGAGE,10.99,0
0.06,B,35000,RENT,9.63,0
0.05,B,108000,MORTGAGE,10.99,0
0.11,B,108000,MORTGAGE,9.99,0
0.03,C,96000,MORTGAGE,14.17,1
0.06,B,35040,RENT,10.99,0
0.09,B,108000,MORTGAGE,10.74,0
0.13,A,108000,MORTGAGE,5.79,0
0.09,A,108000,MORTGAGE,6.91,0
0.09,A,108000,MORTGAGE,6.54,0
0.07,C,108000,MORTGAGE,14.35,0
0.03,A,108000,MORTGAGE,6.76,0
0.06,B,36000,RENT,11.99,0
0.05,C,108000,MORTGAGE,12.87,0
0.05,B,37000,RENT,11.26,0
0.19,C,108000,MORTGAGE,12.53,0
0.11,A,108000,MORTGAGE,9.32,0
0.05,C,38000,RENT,12.87,0
0.16,D,96000,MORTGAGE,14.62,1
0.19,C,108000,MORTGAGE,10.59,0
0.05,C,108041,MORTGAGE,13.98,0
0.09,C,108202,MORTGAGE,13.79,0
0.15,A,108717,MORTGAGE,6.99,0
0.16,A,108928,MORTGAGE,7.88,0
0.2,E,108996,MORTGAGE,,0
0.05,D,39000,RENT,16.07,0
0.04,A,109000,MORTGAGE,6.03,0
0.14,B,109000,MORTGAGE,11.49,0
0.14,C,109000,OWN,13.61,0
0.17,C,109000,MORTGAGE,12.41,0
0.08,E,82450,MORTGAGE,14.5,1
0.09,C,97000,MORTGAGE,10.59,1
0.05,C,109200,MORTGAGE,12.23,0
0.07,B,109200,MORTGAGE,11.12,0
0.11,C,109488,MORTGAGE,12.09,0
0.07,A,29000,OWN,8.49,0
0.09,B,109800,MORTGAGE,10.99,0
0.05,A,39600,RENT,7.9,0
0.03,A,110000,MORTGAGE,6.03,0
0.45,A,33000,RENT,,1
0.05,B,110000,MORTGAGE,9.91,0
0.08,B,110000,MORTGAGE,11.71,0
0.15,A,110000,MORTGAGE,7.9,0
0.45,A,33600,RENT,5.79,1
0.05,A,110000,MORTGAGE,6.03,0
0.05,B,110000,MORTGAGE,10.65,0
0.18,B,110000,OWN,,0
0.05,A,40800,RENT,7.49,0
0.05,C,41000,RENT,15.27,0
0.05,C,42000,RENT,14.65,0
0.15,A,110000,MORTGAGE,6.03,0
0.09,B,110000,MORTGAGE,10.65,0
0.2,B,110000,MORTGAGE,,0
0.05,B,110000,MORTGAGE,,0
0.09,A,110000,MORTGAGE,5.42,0
0.05,B,42000,RENT,11.49,0
0.09,B,110000,MORTGAGE,10.99,0
0.05,D,42000,RENT,,0
0.09,B,98000,MORTGAGE,11.49,1
0.36,B,98000,MORTGAGE,10.59,1
0.04,A,110000,MORTGAGE,5.99,0
0.05,D,98000,MORTGAGE,16.49,1
0.05,B,110000,MORTGAGE,11.99,0
0.08,B,98000,MORTGAGE,10.59,1
0.14,A,110000,MORTGAGE,,0
0.16,A,110000,MORTGAGE,6.99,0
0.05,A,44000,RENT,7.29,0
0.1,D,83300,MORTGAGE,,1
0.11,B,110000,MORTGAGE,10.74,0
0.09,A,110000,MORTGAGE,7.29,0
0.27,B,110000,MORTGAGE,11.11,0
0.05,B,110000,MORTGAGE,10.74,0
0.45,A,28800,OWN,6.92,0
0.06,A,110000,MORTGAGE,6.92,0
0.05,A,110000,MORTGAGE,6.92,0
0.05,E,110000,OWN,17.51,0
0.09,B,110000,MORTGAGE,10.37,0
0.1,A,110000,MORTGAGE,5.79,0
0.14,B,110000,MORTGAGE,10.0,0
0.11,B,110000,MORTGAGE,10.37,0
0.11,B,110000,MORTGAGE,10.74,0
0.23,B,110000,MORTGAGE,10.36,0
0.04,A,46080,RENT,6.99,0
0.14,A,110000,MORTGAGE,6.54,0
0.04,C,46800,RENT,14.65,0
0.08,A,110000,MORTGAGE,5.79,0
0.23,B,110000,MORTGAGE,,0
0.04,B,47340,RENT,9.99,0
0.05,A,110000,MORTGAGE,7.51,0
0.23,D,110000,OWN,16.32,0
0.23,B,110000,MORTGAGE,11.12,0
0.03,B,110000,MORTGAGE,11.49,0
0.04,B,48000,RENT,10.65,0
0.05,D,42000,RENT,15.62,1
0.12,E,110000,MORTGAGE,16.82,0
0.1,B,110000,MORTGAGE,11.86,0
0.11,C,110000,MORTGAGE,13.61,0
0.04,A,110000,MORTGAGE,7.51,0
0.05,D,42000,RENT,14.96,1
0.04,A,48000,RENT,7.68,0
0.08,A,110000,MORTGAGE,7.51,0
0.05,B,110000,MORTGAGE,,0
0.12,D,83300,MORTGAGE,15.21,1
0.04,A,48192,RENT,7.66,0
0.04,B,50000,RENT,10.99,0
0.04,C,50000,RENT,14.79,0
0.05,B,44000,RENT,11.49,1
0.22,B,110000,MORTGAGE,10.25,0
0.04,B,50000,RENT,11.48,0
0.21,B,110000,MORTGAGE,11.48,0
0.09,A,110000,MORTGAGE,8.59,0
0.05,C,110000,MORTGAGE,14.26,0
0.11,C,110000,OWN,13.57,0
0.08,B,110000,OWN,11.48,0
0.44,B,34000,RENT,9.88,1
0.04,A,110000,MORTGAGE,7.74,0
0.11,A,110000,MORTGAGE,8.94,0
0.43,A,35000,RENT,7.9,1
0.05,D,110000,MORTGAGE,14.96,0
0.43,B,35000,RENT,10.99,1
0.14,A,110000,MORTGAGE,8.94,0
0.43,C,35000,RENT,13.11,1
0.05,A,110000,MORTGAGE,7.4,0
0.43,C,35000,RENT,13.22,1
0.14,E,110000,MORTGAGE,16.32,0
0.05,A,110000,MORTGAGE,9.63,0
0.05,E,83300,MORTGAGE,16.95,1
0.15,B,98000,MORTGAGE,10.95,1
0.04,C,110000,MORTGAGE,13.79,0
0.5,E,30000,RENT,16.4,1
0.05,B,110000,MORTGAGE,9.45,0
0.05,B,110000,MORTGAGE,9.51,0
0.02,A,110000,MORTGAGE,8.07,0
0.14,B,110004,MORTGAGE,,0
0.11,B,110004,MORTGAGE,10.36,0
0.23,C,110004,MORTGAGE,12.73,0
0.11,B,110004,MORTGAGE,,0
0.16,D,110244,MORTGAGE,12.17,0
0.5,D,30144,RENT,15.95,1
0.41,B,36700,RENT,11.14,1
0.41,B,37000,RENT,9.62,1
0.09,B,110888,MORTGAGE,9.91,0
0.41,B,37000,RENT,10.62,1
0.05,A,111000,MORTGAGE,6.62,0
0.4,A,37200,RENT,6.03,1
0.4,A,37440,RENT,7.9,1
0.4,C,37600,RENT,13.06,1
0.51,B,28000,OWN,12.18,0
0.04,C,111740,MORTGAGE,14.27,0
0.39,A,38000,RENT,6.91,1
0.03,A,111996,MORTGAGE,7.74,0
0.39,C,38004,RENT,12.73,1
0.39,A,38016,RENT,6.17,1
0.13,C,112000,MORTGAGE,13.49,0
0.11,A,112000,OWN,,0
0.07,D,112000,MORTGAGE,16.02,0
0.13,B,112000,MORTGAGE,9.63,0
0.25,D,100000,MORTGAGE,,1
0.07,A,112000,MORTGAGE,6.17,0
0.13,B,112000,MORTGAGE,11.12,0
0.22,D,112000,MORTGAGE,14.61,0
0.12,C,112000,MORTGAGE,13.57,0
0.11,A,112123,MORTGAGE,8.94,0
0.38,A,40000,RENT,6.91,1
0.06,A,112200,MORTGAGE,5.79,0
0.38,A,40000,RENT,,1
0.05,A,112445,MORTGAGE,5.42,0
0.38,B,40000,RENT,9.88,1
0.09,D,112500,MORTGAGE,15.62,0
0.03,C,112500,MORTGAGE,13.35,0
0.44,E,34000,RENT,16.35,1
0.21,A,112548,MORTGAGE,,0
0.04,B,112732,OWN,12.69,0
0.17,E,112921,MORTGAGE,16.35,0
0.07,A,112992,MORTGAGE,7.49,0
0.37,B,40277,RENT,11.71,1
0.37,A,40500,RENT,7.88,1
0.06,A,113000,MORTGAGE,6.03,0
0.04,C,113000,MORTGAGE,13.49,0
0.22,A,27600,OWN,8.9,0
0.37,A,41000,RENT,8.49,1
0.37,B,41000,RENT,11.48,1
0.42,D,36000,RENT,16.77,1
0.13,E,113000,MORTGAGE,15.68,0
0.04,A,113000,MORTGAGE,,0
0.13,A,113004,MORTGAGE,8.94,0
0.16,C,113300,MORTGAGE,12.99,0
0.36,B,42000,RENT,10.99,1
0.02,B,113400,OWN,11.99,0
0.03,A,113500,OWN,6.39,0
0.07,A,113800,MORTGAGE,8.63,0
0.14,D,114000,MORTGAGE,16.77,0
0.07,C,102000,MORTGAGE,13.49,1
0.07,E,114000,MORTGAGE,18.64,0
0.06,A,114000,MORTGAGE,6.03,0
0.11,A,114000,MORTGAGE,,0
0.23,A,114000,MORTGAGE,8.49,0
0.09,A,114000,MORTGAGE,5.42,0
0.07,B,27504,OWN,11.12,0
0.06,B,114000,MORTGAGE,11.49,0
0.18,C,114000,MORTGAGE,13.06,0
0.18,D,27500,OWN,14.59,0
0.12,A,114000,MORTGAGE,,0
0.2,D,86700,MORTGAGE,14.74,1
0.18,C,114000,MORTGAGE,13.16,0
0.1,A,114400,MORTGAGE,7.29,0
0.17,C,114400,MORTGAGE,13.48,0
0.07,A,114400,MORTGAGE,8.94,0
0.35,A,42500,RENT,7.88,1
0.06,B,114996,MORTGAGE,11.71,0
0.13,A,114996,MORTGAGE,6.92,0
0.32,E,103000,MORTGAGE,18.64,1
0.35,A,43000,RENT,,1
0.12,A,115000,MORTGAGE,6.03,0
0.19,A,115000,MORTGAGE,7.51,0
0.13,B,115000,MORTGAGE,12.69,0
0.19,B,115000,MORTGAGE,12.69,0
0.34,B,44000,RENT,,1
0.34,B,44000,RENT,11.86,1
0.09,B,115000,MORTGAGE,12.42,0
0.34,B,44000,RENT,11.48,1
0.34,B,44104,RENT,,1
0.34,D,44400,RENT,16.49,1
0.04,A,115000,MORTGAGE,7.51,0
0.34,A,44400,RENT,7.88,1
0.04,A,115000,MORTGAGE,6.03,0
0.06,A,115000,MORTGAGE,7.9,0
0.16,A,115000,MORTGAGE,,0
0.01,A,115000,MORTGAGE,5.99,0
0.15,A,115000,MORTGAGE,5.42,0
0.24,A,115000,MORTGAGE,,0
0.16,B,115000,MORTGAGE,10.59,0
0.09,C,115000,MORTGAGE,13.49,0
0.04,A,115000,MORTGAGE,8.49,0
0.22,A,115000,MORTGAGE,7.49,0
0.19,C,115000,MORTGAGE,15.23,0
0.07,D,115000,MORTGAGE,16.49,0
0.04,B,115000,MORTGAGE,,0
0.3,D,115000,OWN,15.28,0
0.05,C,115000,MORTGAGE,13.43,0
0.04,C,115000,MORTGAGE,12.68,0
0.1,A,115000,MORTGAGE,7.29,0
0.19,C,103000,MORTGAGE,14.17,1
0.16,B,115000,MORTGAGE,10.37,0
0.21,A,115000,MORTGAGE,,0
0.33,C,45000,RENT,,1
0.38,E,39000,RENT,17.56,1
0.05,A,115000,MORTGAGE,5.79,0
0.06,C,115000,MORTGAGE,13.98,0
0.07,A,115000,MORTGAGE,7.51,0
0.22,B,115000,MORTGAGE,11.86,0
0.06,C,115000,MORTGAGE,13.85,0
0.03,C,115000,MORTGAGE,13.48,0
0.14,C,115000,MORTGAGE,13.85,0
0.05,A,115000,MORTGAGE,6.76,0
0.22,A,27000,OWN,8.0,0
0.13,B,115000,OWN,11.14,0
0.08,C,115000,MORTGAGE,12.87,0
0.17,C,115000,MORTGAGE,13.79,0
0.17,E,115000,MORTGAGE,16.95,0
0.09,A,115000,MORTGAGE,8.0,0
0.33,B,45400,RENT,12.18,1
0.09,A,115200,MORTGAGE,,0
0.33,B,45600,RENT,11.48,1
0.06,A,115742,MORTGAGE,6.62,0
0.09,B,115752,MORTGAGE,11.36,0
0.16,A,116000,MORTGAGE,7.49,0
0.1,C,116000,OWN,13.49,0
0.05,A,116000,OWN,7.29,0
0.12,A,116000,MORTGAGE,7.51,0
0.32,A,47000,RENT,8.49,1
0.19,B,116000,MORTGAGE,10.62,0
0.22,B,116000,MORTGAGE,12.18,0
0.06,C,29040,RENT,13.23,1
0.13,C,116000,MORTGAGE,12.84,0
0.07,C,116004,MORTGAGE,13.85,0
0.06,A,116004,MORTGAGE,8.59,0
0.05,C,33048,RENT,12.53,0
0.23,A,104400,MORTGAGE,8.9,1
0.25,A,26400,OWN,5.99,0
0.13,C,116500,MORTGAGE,14.79,0
0.05,A,35000,RENT,5.42,0
0.07,A,117000,MORTGAGE,8.9,0
0.17,A,117000,MORTGAGE,6.17,0
0.03,A,117000,MORTGAGE,6.91,0
0.15,A,117000,MORTGAGE,,0
0.05,C,36129,RENT,14.22,0
0.11,A,117500,MORTGAGE,8.49,0
0.17,A,117500,OWN,6.17,0
0.15,A,117500,MORTGAGE,7.37,0
0.18,C,117516,MORTGAGE,13.49,0
0.12,C,117600,MORTGAGE,12.99,0
0.27,B,26400,OWN,11.36,0
0.11,A,117832,MORTGAGE,6.17,0
0.14,A,117996,MORTGAGE,7.9,0
0.05,B,118000,MORTGAGE,12.69,0
0.08,A,118000,MORTGAGE,6.17,0
0.04,C,118000,MORTGAGE,13.92,0
0.31,B,47881,RENT,,1
0.03,C,118374,MORTGAGE,13.49,0
0.3,A,118400,MORTGAGE,7.9,0
0.13,A,118500,MORTGAGE,6.91,0
0.31,B,48000,RENT,11.99,1
0.07,B,119000,MORTGAGE,,0
0.23,B,26000,OWN,12.42,0
0.04,B,119000,MORTGAGE,10.38,0
0.21,C,119000,MORTGAGE,12.73,0
0.17,B,26000,OWN,11.71,0
0.15,B,119000,MORTGAGE,10.99,0
0.04,A,119000,OWN,7.51,0
0.05,A,119000,MORTGAGE,,0
0.08,C,119000,MORTGAGE,13.47,0
0.22,G,107450,MORTGAGE,20.86,1
0.06,C,119500,MORTGAGE,13.16,0
0.04,A,119604,MORTGAGE,9.32,0
0.08,A,119700,MORTGAGE,8.94,0
0.12,A,120000,MORTGAGE,8.9,0
0.07,A,120000,MORTGAGE,8.9,0
0.14,A,120000,MORTGAGE,6.03,0
0.12,A,26000,OWN,8.49,0
0.1,A,26000,OWN,7.49,0
0.31,B,48000,RENT,11.36,1
0.13,B,120000,MORTGAGE,12.42,0
0.29,A,120000,MORTGAGE,8.9,0
0.23,A,120000,MORTGAGE,7.9,0
0.17,B,120000,MORTGAGE,11.71,0
0.36,E,42000,RENT,14.25,1
0.31,C,48500,RENT,12.99,1
0.31,C,48500,RENT,12.87,1
0.17,B,120000,MORTGAGE,10.65,0
0.1,B,120000,MORTGAGE,10.65,0
0.31,B,48564,RENT,10.75,1
0.06,D,120000,MORTGAGE,,0
0.13,C,120000,MORTGAGE,13.49,0
0.34,D,43992,RENT,13.24,1
0.02,B,120000,MORTGAGE,12.69,0
0.3,D,50000,RENT,16.77,0
0.04,B,120000,MORTGAGE,9.91,0
0.06,B,120000,MORTGAGE,10.65,0
0.08,A,120000,MORTGAGE,6.62,0
0.1,A,120000,MORTGAGE,6.03,0
0.09,A,120000,MORTGAGE,6.03,0
0.06,A,120000,MORTGAGE,8.9,0
0.23,A,120000,MORTGAGE,8.9,0
0.06,A,120000,MORTGAGE,7.49,0
0.07,A,120000,MORTGAGE,,0
0.04,B,120000,OWN,10.65,0
0.24,D,120000,MORTGAGE,16.77,0
0.04,B,120000,MORTGAGE,12.69,0
0.17,A,120000,MORTGAGE,7.51,0
0.17,B,120000,MORTGAGE,12.42,0
0.39,A,25800,OWN,8.94,0
0.3,A,50000,RENT,7.49,0
0.04,B,120000,OWN,10.99,0
0.07,B,120000,OWN,10.99,0
0.05,B,120000,MORTGAGE,10.99,0
0.06,B,120000,MORTGAGE,9.99,0
0.12,A,120000,MORTGAGE,5.42,0
0.12,B,120000,MORTGAGE,11.99,0
0.08,D,108000,MORTGAGE,15.99,1
0.34,A,44000,RENT,6.54,1
0.15,B,120000,OWN,11.49,0
0.13,B,120000,MORTGAGE,,0
0.09,D,91800,MORTGAGE,16.89,1
0.06,B,120000,MORTGAGE,10.99,0
0.07,A,120000,MORTGAGE,5.99,0
0.03,B,120000,MORTGAGE,11.49,0
0.05,B,108000,MORTGAGE,,1
0.17,A,120000,MORTGAGE,7.49,0
0.07,D,120000,MORTGAGE,15.62,0
0.13,B,120000,MORTGAGE,10.99,0
0.32,C,108000,MORTGAGE,13.49,1
0.3,C,50000,RENT,13.16,0
0.3,C,50000,RENT,12.72,0
0.07,B,120000,MORTGAGE,10.99,0
0.04,A,120000,MORTGAGE,5.99,0
0.3,C,50000,RENT,10.28,0
0.06,A,120000,MORTGAGE,7.49,0
0.06,A,120000,MORTGAGE,5.99,0
0.06,A,120000,OWN,8.49,0
0.12,B,120000,MORTGAGE,10.74,0
0.08,C,120000,OWN,13.06,0
0.05,A,120000,MORTGAGE,6.92,0
0.07,B,120000,OWN,11.11,0
0.12,A,120000,MORTGAGE,7.29,0
0.04,A,120000,MORTGAGE,5.42,0
0.08,A,120000,MORTGAGE,7.66,0
0.04,C,120000,MORTGAGE,13.06,0
0.08,A,120000,MORTGAGE,5.42,0
0.29,F,50880,RENT,20.25,0
0.17,B,120000,MORTGAGE,10.37,0
0.15,B,120000,MORTGAGE,10.74,0
0.15,B,120000,MORTGAGE,9.63,0
0.26,C,25000,OWN,13.49,0
0.4,C,25000,OWN,13.49,0
0.19,D,91800,MORTGAGE,15.28,1
0.05,A,120000,MORTGAGE,5.42,0
0.07,B,120000,MORTGAGE,10.37,0
0.13,A,120000,MORTGAGE,5.79,0
0.29,B,51395,RENT,10.99,0
0.04,D,120000,OWN,14.09,0
0.07,C,120000,MORTGAGE,12.61,0
0.14,A,120000,MORTGAGE,6.91,0
0.04,B,120000,MORTGAGE,10.36,0
0.08,A,120000,MORTGAGE,6.17,0
0.02,B,120000,MORTGAGE,,0
0.18,C,120000,MORTGAGE,13.72,0
0.23,G,108000,MORTGAGE,20.03,1
0.06,A,120000,MORTGAGE,7.14,0
0.05,A,120000,OWN,7.14,0
0.21,D,120000,MORTGAGE,16.32,0
0.12,A,120000,MORTGAGE,7.88,0
0.05,B,120000,MORTGAGE,10.75,0
0.03,D,120000,OWN,14.84,0
0.28,D,52800,RENT,16.29,0
0.07,A,120000,MORTGAGE,7.51,0
0.17,B,120000,MORTGAGE,,0
0.19,B,120000,MORTGAGE,11.49,0
0.07,B,24000,RENT,8.88,0
0.07,D,24000,RENT,15.05,1
0.07,A,120000,MORTGAGE,7.14,0
0.04,B,120000,MORTGAGE,10.38,0
0.21,D,120000,MORTGAGE,15.95,0
0.06,E,25200,RENT,16.69,1
0.21,B,120000,MORTGAGE,10.99,0
0.1,C,120000,MORTGAGE,13.48,0
0.06,A,120000,MORTGAGE,6.76,0
0.07,B,120000,MORTGAGE,10.25,0
0.08,A,120000,MORTGAGE,7.51,0
0.23,D,91800,MORTGAGE,16.07,1
0.04,A,120000,MORTGAGE,7.14,0
0.23,D,108000,MORTGAGE,14.96,1
0.05,B,30000,RENT,10.25,0
0.05,A,120000,MORTGAGE,7.74,0
0.06,A,120000,OWN,7.74,0
0.17,C,120000,MORTGAGE,13.92,0
0.17,B,120000,MORTGAGE,11.14,0
0.04,C,38400,RENT,13.49,0
0.06,A,120000,MORTGAGE,8.94,0
0.05,D,33000,RENT,16.89,1
0.04,A,40000,RENT,,0
0.04,C,40000,RENT,14.79,0
0.06,D,120000,MORTGAGE,15.65,0
0.05,D,34000,RENT,14.84,1
0.04,B,42000,RENT,10.37,0
0.04,D,36000,RENT,14.09,1
0.12,B,25000,OWN,11.83,0
0.04,G,42000,RENT,19.16,0
0.04,C,43200,RENT,13.49,0
0.07,A,120000,MORTGAGE,8.94,0
0.17,E,120000,MORTGAGE,,0
0.05,C,120000,MORTGAGE,13.79,0
0.13,B,120000,MORTGAGE,12.21,0
0.03,B,51000,RENT,10.59,0
0.04,A,120000,MORTGAGE,7.68,0
0.05,C,120000,MORTGAGE,12.53,0
0.14,D,91800,MORTGAGE,15.37,1
0.03,D,51600,RENT,15.21,1
0.08,B,120000,MORTGAGE,11.14,0
0.03,B,63500,RENT,11.83,0
0.02,A,67171,RENT,8.9,0
0.17,B,120000,MORTGAGE,9.45,0
0.23,D,108000,MORTGAGE,12.61,1
0.02,B,68000,RENT,11.48,0
0.02,A,91800,MORTGAGE,7.43,1
0.23,F,91800,MORTGAGE,15.83,1
0.05,D,120000,MORTGAGE,12.17,0
0.01,A,120000,MORTGAGE,7.12,0
0.23,E,91800,MORTGAGE,14.07,1
0.07,B,120000,MORTGAGE,9.01,0
0.03,A,120000,MORTGAGE,,0
0.04,A,120000,MORTGAGE,7.43,0
0.02,C,86000,RENT,13.23,0
0.32,B,24996,OWN,9.99,0
0.08,C,120579,MORTGAGE,,0
0.17,C,120602,MORTGAGE,14.79,0
0.13,C,120999,MORTGAGE,13.61,0
0.14,B,10800,RENT,11.48,1
0.14,A,121000,MORTGAGE,6.91,0
0.13,B,12000,RENT,11.83,0
0.21,C,121000,MORTGAGE,12.73,0
0.15,C,121000,MORTGAGE,13.57,0
0.12,B,12996,RENT,9.25,0
0.04,A,121008,MORTGAGE,5.99,0
0.18,D,92801,MORTGAGE,14.74,1
0.05,A,121500,MORTGAGE,7.51,0
0.06,A,121722,MORTGAGE,,0
0.14,C,109900,MORTGAGE,13.47,1
0.12,D,122000,MORTGAGE,16.77,0
0.46,A,24840,OWN,8.49,0
0.09,A,122000,MORTGAGE,5.42,0
0.1,C,14400,RENT,12.61,0
0.07,A,122000,MORTGAGE,7.88,0
0.05,A,122000,MORTGAGE,9.38,0
0.08,A,122004,MORTGAGE,8.59,0
0.06,B,122400,MORTGAGE,10.65,0
0.08,A,122400,MORTGAGE,7.88,0
0.28,A,122880,MORTGAGE,8.49,0
0.11,C,123000,MORTGAGE,16.11,0
0.12,E,123000,MORTGAGE,15.95,0
0.12,A,123000,MORTGAGE,6.91,0
0.23,F,111000,MORTGAGE,19.79,1
0.03,A,123000,OWN,8.59,0
0.15,C,123000,MORTGAGE,13.47,0
0.14,D,94350,MORTGAGE,15.37,1
0.11,G,111000,MORTGAGE,19.04,1
0.08,B,18000,RENT,11.48,1
0.15,B,123504,MORTGAGE,,0
0.05,A,123996,MORTGAGE,8.0,0
0.11,A,124000,MORTGAGE,6.03,0
0.04,B,124000,MORTGAGE,11.49,0
0.02,A,124000,MORTGAGE,5.42,0
0.1,A,124000,MORTGAGE,7.51,0
0.07,A,124000,MORTGAGE,7.51,0
0.2,B,124000,MORTGAGE,,0
0.19,D,124000,OWN,14.96,0
0.08,A,19200,RENT,7.14,0
0.16,B,124596,MORTGAGE,11.49,0
0.08,D,24000,OWN,16.29,0
0.3,A,24000,OWN,7.51,0
0.07,B,20004,RENT,12.69,0
0.12,C,124800,MORTGAGE,12.53,0
0.19,A,124992,MORTGAGE,8.49,0
0.07,A,125000,MORTGAGE,7.51,0
0.03,B,125000,MORTGAGE,9.91,0
0.07,A,125000,MORTGAGE,6.62,0
0.06,C,125000,MORTGAGE,,0
0.24,A,125000,MORTGAGE,7.51,0
0.07,B,21600,RENT,11.71,1
0.24,A,125000,OWN,7.51,0
0.07,C,21600,RENT,14.72,0
0.17,B,125000,MORTGAGE,11.71,0
0.07,A,22968,RENT,6.03,0
0.19,C,125000,MORTGAGE,13.49,0
0.06,B,24000,RENT,11.86,1
0.07,B,125000,MORTGAGE,10.99,0
0.07,B,125000,MORTGAGE,10.59,0
0.24,B,125000,MORTGAGE,10.99,0
0.06,A,24840,RENT,8.0,1
0.14,B,125000,MORTGAGE,11.99,0
0.06,A,125000,MORTGAGE,7.49,0
0.09,A,125000,MORTGAGE,6.99,0
0.06,C,26000,RENT,12.99,0
0.27,D,113000,MORTGAGE,15.62,1
0.28,B,53000,RENT,10.62,0
0.31,D,48000,RENT,15.21,1
0.2,C,125000,MORTGAGE,13.8,0
0.08,A,125000,MORTGAGE,5.79,0
0.12,A,125000,MORTGAGE,5.79,0
0.27,D,54996,RENT,14.09,0
0.19,A,125000,MORTGAGE,6.91,0
0.27,A,54996,RENT,6.54,0
0.1,A,125000,MORTGAGE,5.79,0
0.2,B,125000,MORTGAGE,10.75,0
0.08,C,125000,MORTGAGE,14.35,0
0.16,B,125000,MORTGAGE,11.12,0
0.14,A,125000,MORTGAGE,7.88,0
0.08,A,125000,OWN,7.51,0
0.27,B,55000,RENT,12.42,0
0.12,F,113000,MORTGAGE,18.67,1
0.16,A,125000,MORTGAGE,7.88,0
0.27,E,55000,RENT,17.06,0
0.06,A,125000,MORTGAGE,6.76,0
0.03,C,125000,MORTGAGE,13.98,0
0.13,A,24000,OWN,6.91,0
0.2,B,125000,MORTGAGE,10.62,0
0.35,A,24000,OWN,5.42,0
0.25,A,24000,OWN,5.79,0
0.42,A,24000,OWN,5.79,0
0.12,B,125000,MORTGAGE,10.25,0
0.13,C,96050,MORTGAGE,13.85,1
0.06,A,125000,MORTGAGE,7.74,0
0.1,B,125000,MORTGAGE,11.48,0
0.11,B,125000,OWN,11.14,0
0.3,D,50000,RENT,14.91,1
0.1,D,24000,OWN,,0
0.06,B,125000,MORTGAGE,11.14,0
0.05,C,125000,MORTGAGE,12.87,0
0.1,A,125000,MORTGAGE,8.94,0
0.16,D,125000,MORTGAGE,,0
0.27,C,56496,RENT,12.61,0
0.22,G,113000,MORTGAGE,18.84,1
0.26,B,57000,RENT,9.91,0
0.07,C,125000,MORTGAGE,13.47,0
0.22,C,113000,MORTGAGE,13.16,1
0.13,C,125000,MORTGAGE,12.72,0
0.02,A,125000,OWN,7.75,0
0.05,A,125000,MORTGAGE,7.43,0
0.27,D,96053,MORTGAGE,15.62,1
0.29,D,51500,RENT,14.42,1
0.26,C,57720,RENT,,0
0.26,A,58000,RENT,8.49,0
0.1,A,125004,MORTGAGE,7.14,0
0.11,A,125600,MORTGAGE,7.88,0
0.1,B,126000,MORTGAGE,11.71,0
0.02,B,126000,MORTGAGE,9.99,0
0.08,B,126000,MORTGAGE,11.49,0
0.06,D,126000,MORTGAGE,16.02,0
0.06,B,126000,MORTGAGE,10.74,0
0.08,A,126000,MORTGAGE,5.42,0
0.05,B,126000,MORTGAGE,10.37,0
0.09,A,126000,MORTGAGE,6.91,0
0.13,A,114000,MORTGAGE,6.54,1
0.26,C,58000,RENT,13.16,0
0.04,A,126000,MORTGAGE,7.51,0
0.08,B,24000,OWN,,0
0.12,A,126000,MORTGAGE,7.88,0
0.12,B,24000,OWN,11.83,0
0.25,B,59200,RENT,10.75,0
0.25,D,59534,RENT,15.21,0
